Date,ETHOpen,ETHHigh,ETHLow,volumeto,volumefrom,TBondsOpenValue,IndexFutures,InflationRateValue,UnemploymentValue,FedFundRateValue,GDP,SandPValue
2016-05-16,9.94,11.4,9.93,1547748.84,142297.15,165.59375,94.215,1.125,4.7,0.37,18036.65,2059.9
2016-05-17,11.04,12.6,11.03,2752386.7,230629.51,166.71875,94.68,1.125,4.7,0.37,18036.65,2041.0
2016-05-18,12.26,14.35,12.11,3335939.49,253533.22,165.5625,94.59,1.125,4.7,0.37,18036.65,2060.2
2016-05-19,13.29,14.65,13.02,2927687.96,208913.19,165.46875,94.62,1.125,4.7,0.37,18036.65,2043.3
2016-05-20,14.49,15.01,13.36,3107344.23,217043.48,163.6875,95.21,1.125,4.7,0.37,18036.65,2042.5
2016-05-21,13.73,14.02,12.91,1546478.86,114861.73,164.15625,95.37,1.125,4.7,0.37,18036.65,2038.8
2016-05-22,13.95,14.3,13.77,1270263.09,90182.44,164.15625,95.37,1.125,4.7,0.37,18036.65,2038.8
2016-05-23,14.21,14.4,13.32,1734447.84,124645.5,164.15625,95.37,1.125,4.7,0.37,18036.65,2038.8
2016-05-24,13.45,13.81,11.9,2893203.8,227000.82,164.28125,95.385,1.125,4.7,0.37,18036.65,2052.8
2016-05-25,12.62,12.9,11.82,1826871.68,147584.03,164.65625,95.335,1.125,4.7,0.37,18036.65,2044.9
2016-05-26,12.53,12.91,12.04,1301320.22,104191.52,164.09375,95.65,1.125,4.7,0.37,18036.65,2075.0
2016-05-27,12.37,12.33,10.39,3679168.18,324384.65,163.71875,95.35,1.125,4.7,0.37,18036.65,2088.4
2016-05-28,11.11,12.22,10.34,3181224.1,277974.28,164.28125,95.165,1.125,4.7,0.37,18036.65,2090.7
2016-05-29,11.56,12.43,11.37,2228732.96,181903.59,164.28125,95.165,1.125,4.7,0.37,18036.65,2090.7
2016-05-30,12.28,12.76,12.03,1065248.89,85189.54,164.28125,95.165,1.125,4.7,0.37,18036.65,2090.7
2016-05-31,12.48,14.28,12.43,3515815.71,258408.09,164.28125,95.775,1.125,4.7,0.29,18036.65,2090.7
2016-06-01,13.85,14.26,13.4,2302485.63,165959.0,164.0,95.605,1.022,4.7,0.37,18036.65,2099.0
2016-06-02,13.83,14.08,13.62,1184334.76,85468.69,164.34375,95.81,1.022,4.9,0.37,18036.65,2094.0
2016-06-03,13.78,14.32,13.17,1686482.54,123895.0,165.1875,95.4,1.022,4.9,0.37,18036.65,2096.8
2016-06-04,13.78,13.91,13.33,1165878.35,85256.96,166.15625,95.545,1.022,4.9,0.37,18036.65,2103.3
2016-06-05,13.66,13.9,13.49,576616.65,41810.03,166.15625,95.545,1.022,4.9,0.37,18036.65,2103.3
2016-06-06,13.85,14.04,13.71,913782.43,65610.02,166.15625,95.545,1.022,4.9,0.37,18036.65,2103.3
2016-06-07,13.96,14.55,13.77,1831555.63,128761.04,168.15625,93.885,1.022,4.9,0.37,18036.65,2098.0
2016-06-08,14.41,14.76,14.3,2132214.64,146152.62,167.28125,93.945,1.022,4.9,0.37,18036.65,2108.3
2016-06-09,14.44,14.73,14.37,692699.24,47734.05,167.75,93.835,1.022,4.9,0.37,18036.65,2109.6
2016-06-10,14.49,14.52,13.74,1773836.82,125756.33,168.3125,93.535,1.022,4.9,0.37,18036.65,2117.1
2016-06-11,13.97,14.17,13.76,799325.05,57132.02,168.90625,94.18,1.022,4.9,0.37,18036.65,2099.5
2016-06-12,14.01,15.6,13.91,4346663.43,291120.87,168.90625,94.18,1.022,4.9,0.37,18036.65,2099.5
2016-06-13,15.57,17.6,15.33,7459518.81,444625.27,168.90625,94.18,1.022,4.9,0.37,18036.65,2099.5
2016-06-14,17.55,19.17,16.34,11077976.31,618455.32,169.8125,94.715,1.022,4.9,0.37,18036.65,2087.5
2016-06-15,18.7,18.79,17.51,3960403.68,216588.2,170.34375,94.475,1.022,4.9,0.37,18036.65,2076.0
2016-06-16,18.3,21.35,18.21,10598002.19,534902.76,170.375,95.125,1.022,4.9,0.38,18036.65,2080.0
2016-06-17,20.61,21.39,13.44,38835782.61,2377787.72,171.71875,94.515,1.022,4.9,0.38,18036.65,2062.0
2016-06-18,15.49,15.53,9.94,20282268.8,1669122.52,171.0,94.56,1.022,4.9,0.38,18036.65,2079.12
2016-06-19,11.36,13.53,10.55,7516494.48,614070.5,171.0,94.56,1.022,4.9,0.38,18036.65,2079.12
2016-06-20,12.33,12.61,10.42,7368783.61,640082.1,171.0,94.56,1.022,4.9,0.38,18036.65,2079.12
2016-06-21,11.7,12.76,11.08,5196251.43,429054.3,170.3125,94.115,1.022,4.9,0.38,18036.65,2073.0
2016-06-22,12.71,15.9,12.64,20239842.88,1411493.21,169.4375,93.6,1.022,4.9,0.38,18036.65,2075.8
2016-06-23,13.21,13.91,12.48,5979901.69,453618.17,167.28125,94.165,1.022,4.9,0.39,18036.65,2078.2
2016-06-24,13.58,14.8,13.12,5307462.67,381442.77,167.46875,93.63,1.022,4.9,0.4,18036.65,2083.0
2016-06-25,14.25,14.62,13.89,2233332.05,155676.24,165.84375,93.82,1.022,4.9,0.4,18036.65,2115.0
2016-06-26,14.28,14.33,13.56,1615035.73,116213.64,165.84375,93.82,1.022,4.9,0.4,18036.65,2115.0
2016-06-27,13.82,14.43,13.6,1241424.28,89075.0,165.84375,93.82,1.022,4.9,0.41,18036.65,2115.0
2016-06-28,14.04,14.14,11.36,7059267.13,567475.98,171.125,96.165,1.022,4.9,0.41,18036.65,2014.8
2016-06-29,12.15,12.98,11.59,3155698.71,258038.8,173.46875,96.57,1.022,4.9,0.41,18036.65,1990.0
2016-06-30,12.76,12.82,12.12,1682614.89,135155.85,173.125,96.165,1.022,4.9,0.3,18036.65,2027.5
2016-07-01,12.4,12.55,11.65,2146235.76,177334.83,172.03125,95.84,1.006,4.9,0.41,18036.65,2072.8
2016-07-02,12.23,12.3,11.87,837313.24,69561.77,172.6875,95.905,1.006,4.9,0.41,18036.65,2086.9
2016-07-03,12.04,12.15,11.56,1270392.38,107252.61,172.6875,95.905,1.006,4.9,0.41,18036.65,2086.9
2016-07-04,11.85,11.88,10.67,1827745.63,163420.68,172.6875,95.905,1.006,4.9,0.41,18036.65,2086.9
2016-07-05,11.34,11.41,8.98,6584753.12,644840.11,172.6875,95.82,1.006,4.9,0.4,18036.65,2086.9
2016-07-06,10.45,11.07,10.16,2068628.7,195218.22,174.40625,95.745,1.006,4.9,0.4,18036.65,2098.5
2016-07-07,10.51,10.6,9.69,1889826.01,188774.28,175.84375,96.405,1.006,4.9,0.4,18036.65,2082.0
2016-07-08,10.07,11.67,9.96,3259343.9,302123.91,176.25,96.195,1.006,4.9,0.4,18036.65,2091.5
2016-07-09,11.3,11.5,10.68,2172756.86,198498.24,176.34375,96.32,1.006,4.9,0.4,18036.65,2091.3
2016-07-10,10.92,11.14,10.77,542703.99,49703.64,176.34375,96.32,1.006,4.9,0.4,18036.65,2091.3
2016-07-11,10.97,11.03,10.1,1754036.13,166121.25,176.34375,96.32,1.006,4.9,0.4,18036.65,2091.3
2016-07-12,10.58,10.84,10.43,987728.29,93012.54,177.09375,96.41,1.006,4.9,0.4,18036.65,2123.5
2016-07-13,10.54,10.67,10.39,836101.35,79663.01,175.84375,96.66,1.006,4.9,0.4,18036.65,2130.8
2016-07-14,10.44,11.69,10.37,3803996.96,341067.86,173.84375,96.595,1.006,4.9,0.4,18036.65,2145.5
2016-07-15,11.55,12.64,11.4,5989467.51,500048.49,174.90625,96.3,1.006,4.9,0.4,18036.65,2144.6
2016-07-16,11.88,12.12,11.5,1741687.83,147184.72,172.9375,96.13,1.006,4.9,0.4,18036.65,2156.1
2016-07-17,11.59,11.73,10.9,4958378.98,433021.16,172.9375,96.13,1.006,4.9,0.4,18036.65,2156.1
2016-07-18,11.19,11.66,10.9,2657743.25,232932.36,172.9375,96.13,1.006,4.9,0.4,18036.65,2156.1
2016-07-19,11.03,12.1,10.95,4055734.52,351169.14,171.8125,96.54,1.006,4.9,0.4,18036.65,2154.4
2016-07-20,11.63,13.0,11.4,11258732.89,917203.07,171.78125,96.55,1.006,4.9,0.4,18036.65,2160.0
2016-07-21,12.54,12.92,12.02,5314646.39,427041.87,172.375,97.125,1.006,4.9,0.4,18036.65,2159.0
2016-07-22,12.66,15.06,12.57,14161594.6,1022189.35,171.34375,97.1,1.006,4.9,0.4,18036.65,2167.5
2016-07-23,14.82,15.27,13.99,7061906.87,487527.94,171.625,96.89,1.006,4.9,0.4,18036.65,2158.6
2016-07-24,14.4,14.68,12.15,13418374.59,1009091.94,171.625,96.89,1.006,4.9,0.4,18036.65,2158.6
2016-07-25,12.63,13.88,12.59,5674967.8,425383.73,171.625,96.89,1.006,4.9,0.4,18036.65,2158.6
2016-07-26,13.84,13.9,11.74,10981872.48,874826.71,171.78125,97.46,1.006,4.9,0.4,18036.65,2167.6
2016-07-27,12.08,13.52,11.73,5077547.65,400327.42,171.625,97.23,1.006,4.9,0.4,18036.65,2162.7
2016-07-28,13.05,13.08,12.48,3121650.55,244560.19,171.78125,97.075,1.006,4.9,0.4,18036.65,2164.6
2016-07-29,12.87,12.93,12.56,2029034.65,159098.97,173.53125,96.55,1.006,4.9,0.3,18036.65,2162.5
2016-07-30,12.87,12.88,12.53,2030259.8,160185.87,173.40625,96.45,1.006,4.9,0.3,18036.65,2165.7
2016-07-31,12.57,12.56,11.54,3358462.34,280247.54,173.40625,96.45,1.006,4.9,0.3,18036.65,2165.7
2016-08-01,11.86,12.05,10.15,3610696.61,316399.78,173.40625,96.45,0.835,4.9,0.4,18036.65,2165.7
2016-08-02,11.04,11.2,7.03,10863339.0,1126066.49,174.5625,95.59,0.835,4.9,0.4,18036.65,2173.4
2016-08-03,8.3,10.64,8.09,4834647.29,503182.0,172.6875,95.63,0.835,4.9,0.4,18036.65,2166.1
2016-08-04,10.42,11.53,10.25,2985961.17,271286.53,171.96875,95.085,0.835,4.9,0.4,18036.65,2152.2
2016-08-05,11.21,11.32,10.73,1126449.94,102061.37,172.15625,95.435,0.835,4.9,0.4,18036.65,2156.8
2016-08-06,11.05,11.09,10.34,1043336.22,97210.73,173.3125,95.69,0.835,4.9,0.4,18036.65,2160.0
2016-08-07,10.95,11.13,10.76,1377540.58,125746.11,173.3125,95.69,0.835,4.9,0.4,18036.65,2160.0
2016-08-08,10.98,11.49,10.83,2281375.46,207271.51,173.3125,95.69,0.835,4.9,0.4,18036.65,2160.0
2016-08-09,11.29,12.43,11.17,4071702.41,343589.13,171.375,96.235,0.835,4.9,0.4,18036.65,2176.0
2016-08-10,12.22,12.67,11.86,5255819.87,430925.77,171.46875,96.265,0.835,4.9,0.4,18036.65,2176.0
2016-08-11,12.22,12.35,11.59,3016560.99,254376.79,172.625,95.98,0.835,4.9,0.4,18036.65,2177.5
2016-08-12,11.68,12.04,11.58,2065414.17,175007.67,173.40625,95.47,0.835,4.9,0.4,18036.65,2171.6
2016-08-13,11.78,11.83,11.49,1193514.33,102568.78,172.03125,95.845,0.835,4.9,0.4,18036.65,2182.1
2016-08-14,11.56,11.71,11.08,1638525.12,144445.12,172.03125,95.845,0.835,4.9,0.4,18036.65,2182.1
2016-08-15,11.21,11.43,10.97,1373317.99,123330.54,172.03125,95.845,0.835,4.9,0.4,18036.65,2182.1
2016-08-16,11.21,11.43,10.98,1261077.45,113344.31,173.09375,95.645,0.835,4.9,0.4,18036.65,2180.6
2016-08-17,11.17,11.23,10.71,2530514.96,232747.19,171.65625,95.56,0.835,4.9,0.4,18036.65,2185.9
2016-08-18,10.77,11.07,10.74,1436468.67,132176.84,171.1875,94.73,0.835,4.9,0.4,18036.65,2177.7
2016-08-19,10.77,10.85,10.64,977152.43,91139.58,171.90625,94.55,0.835,4.9,0.4,18036.65,2180.6
2016-08-20,10.71,11.35,10.68,1576304.59,142722.0,172.0,94.18,0.835,4.9,0.4,18036.65,2183.6
2016-08-21,11.28,11.31,10.96,548398.26,49413.49,172.0,94.18,0.835,4.9,0.4,18036.65,2183.6
2016-08-22,11.14,11.37,11.04,1196884.83,106697.85,172.0,94.18,0.835,4.9,0.4,18036.65,2183.6
2016-08-23,11.07,11.22,10.87,1117682.67,101252.04,170.9375,94.6,0.835,4.9,0.4,18036.65,2181.6
2016-08-24,11.01,11.17,10.92,739274.46,66911.98,172.34375,94.51,0.835,4.9,0.4,18036.65,2180.3
2016-08-25,11.01,11.36,10.98,1230358.66,110000.85,172.6875,94.5,0.835,4.9,0.4,18036.65,2185.2
2016-08-26,11.35,11.44,11.19,847110.57,74956.83,172.15625,94.74,0.835,4.9,0.4,18036.65,2174.4
2016-08-27,11.26,11.29,11.15,485209.54,43250.69,171.6875,94.575,0.835,4.9,0.4,18036.65,2173.8
2016-08-28,11.19,11.21,10.98,793760.75,71814.79,171.6875,94.575,0.835,4.9,0.4,18036.65,2173.8
2016-08-29,10.99,11.16,10.77,1106816.52,100913.48,171.6875,94.575,0.835,4.9,0.4,18036.65,2173.8
2016-08-30,10.95,11.3,10.94,967365.36,86623.05,170.34375,95.535,0.835,4.9,0.4,18036.65,2167.6
2016-08-31,11.21,11.74,11.14,1283480.94,112221.24,172.03125,95.495,0.835,4.9,0.3,18036.65,2179.5
2016-09-01,11.55,12.6,11.55,3084388.07,253260.07,171.84375,95.945,1.063,4.9,0.4,18036.65,2175.8
2016-09-02,12.21,12.37,11.92,1731750.5,143465.8,171.71875,95.95,1.063,4.9,0.4,18036.65,2169.0
2016-09-03,12.08,12.41,11.55,1552172.47,130686.18,171.90625,95.61,1.063,4.9,0.4,18036.65,2166.7
2016-09-04,11.85,11.93,11.49,912660.28,77767.65,171.90625,95.61,1.063,4.9,0.4,18036.65,2166.7
2016-09-05,11.71,11.83,11.59,508640.52,43319.01,171.90625,95.61,1.063,4.9,0.4,18036.65,2166.7
2016-09-06,11.75,11.76,11.45,870183.38,74813.11,171.90625,95.82,1.063,4.9,0.4,18036.65,2166.7
2016-09-07,11.7,11.86,11.5,704039.31,60351.81,170.84375,95.7,1.063,4.9,0.4,18036.65,2179.2
2016-09-08,11.59,11.72,11.29,1182869.78,103115.7,172.40625,94.8,1.063,4.9,0.4,18036.65,2184.6
2016-09-09,11.39,11.76,11.29,1395640.15,119610.66,172.34375,94.905,1.063,4.9,0.4,18036.65,2184.5
2016-09-10,11.72,12.06,11.49,1011883.67,85755.36,170.21875,94.9,1.063,4.9,0.4,18036.65,2163.5
2016-09-11,12.05,12.2,11.58,1253034.95,105474.11,170.21875,94.9,1.063,4.9,0.4,18036.65,2163.5
2016-09-12,11.64,11.96,11.62,724255.11,61282.87,170.21875,94.9,1.063,4.9,0.4,18036.65,2163.5
2016-09-13,11.89,12.14,11.82,3108044.84,255671.62,168.625,95.26,1.063,4.9,0.4,18036.65,2117.5
2016-09-14,11.92,12.06,11.76,1189503.24,99146.41,168.65625,95.015,1.063,4.9,0.4,18036.65,2142.0
2016-09-15,11.97,12.14,11.89,1642142.0,135860.09,166.71875,95.47,1.063,4.9,0.4,18036.65,2128.0
2016-09-16,11.96,12.81,11.89,2298783.41,185415.24,167.0,95.285,1.063,4.9,0.4,18036.65,2123.5
2016-09-17,12.61,12.92,12.43,874551.9,68987.97,167.53125,95.155,1.063,4.9,0.4,18036.65,2139.96
2016-09-18,12.83,13.0,12.21,2999604.47,238089.25,167.53125,95.155,1.063,4.9,0.4,18036.65,2139.96
2016-09-19,12.39,13.16,12.36,1570880.51,122197.77,167.53125,95.155,1.063,4.9,0.4,18036.65,2139.96
2016-09-20,12.93,14.75,12.92,4649566.46,337399.06,167.34375,95.81,1.063,4.9,0.4,18036.65,2131.4
2016-09-21,14.72,14.84,13.18,3597165.78,258430.87,167.59375,95.695,1.063,4.9,0.4,18036.65,2133.9
2016-09-22,13.72,13.84,12.37,3037294.65,233688.9,166.03125,95.9,1.063,4.9,0.4,18036.65,2130.0
2016-09-23,13.11,13.46,13.08,1001985.49,75029.26,167.03125,95.285,1.063,4.9,0.4,18036.65,2155.2
2016-09-24,13.36,13.4,12.63,1202185.53,92383.05,167.78125,95.39,1.063,4.9,0.4,18036.65,2168.3
2016-09-25,12.91,13.17,12.79,565459.24,43536.37,167.78125,95.39,1.063,4.9,0.4,18036.65,2168.3
2016-09-26,13.05,13.16,12.8,783983.91,60625.32,167.78125,95.39,1.063,4.9,0.4,18036.65,2168.3
2016-09-27,12.89,13.3,12.83,1086159.78,83014.95,167.875,95.25,1.063,4.9,0.4,18036.65,2156.2
2016-09-28,13.09,13.56,13.06,1122919.8,84304.32,168.4375,95.235,1.063,4.9,0.4,18036.65,2139.1
2016-09-29,13.3,13.38,13.09,878164.58,66622.18,169.53125,95.345,1.063,4.9,0.4,18036.65,2152.2
2016-09-30,13.17,13.39,13.06,889551.06,67250.28,169.1875,95.235,1.063,4.9,0.29,18036.65,2163.5
2016-10-01,13.24,13.3,13.07,824667.95,62601.18,169.53125,95.41,1.464,4.9,0.29,18036.65,2144.7
2016-10-02,13.21,13.3,13.15,631029.44,47772.57,169.53125,95.41,1.464,4.8,0.29,18036.65,2144.7
2016-10-03,13.23,13.51,13.18,922433.1,69173.94,169.53125,95.41,1.464,4.8,0.4,18036.65,2144.7
2016-10-04,13.45,13.56,13.23,1307651.86,97492.97,168.4375,95.26,1.464,4.8,0.4,18036.65,2159.0
2016-10-05,13.32,13.44,13.09,1087377.43,82081.12,167.96875,95.6,1.464,4.8,0.4,18036.65,2153.9
2016-10-06,13.09,13.19,12.66,1424912.23,110390.99,166.375,96.0,1.464,4.8,0.4,18036.65,2144.5
2016-10-07,12.87,13.08,12.5,1313504.34,103359.07,165.84375,96.06,1.464,4.8,0.4,18036.65,2153.5
2016-10-08,12.68,12.76,12.04,1494626.67,121504.46,165.1875,96.73,1.464,4.8,0.4,18036.65,2155.2
2016-10-09,12.24,12.41,11.97,1339556.95,109641.16,165.1875,96.73,1.464,4.8,0.4,18036.65,2155.2
2016-10-10,12.06,12.15,11.6,2039638.55,171677.87,165.1875,96.73,1.464,4.8,0.4,18036.65,2155.2
2016-10-11,11.74,12.23,11.7,1355534.12,113271.99,165.125,96.5,1.464,4.8,0.41,18036.65,2151.2
2016-10-12,11.75,12.09,11.68,1348844.9,113738.16,164.28125,96.935,1.464,4.8,0.41,18036.65,2159.0
2016-10-13,11.77,12.1,11.74,1210242.49,101362.84,164.125,97.495,1.464,4.8,0.41,18036.65,2135.0
2016-10-14,12.02,12.06,11.84,794319.15,66486.8,164.34375,97.905,1.464,4.8,0.41,18036.65,2127.0
2016-10-15,11.9,11.98,11.76,625037.68,52634.61,164.78125,97.53,1.464,4.8,0.41,18036.65,2125.5
2016-10-16,11.96,12.04,11.87,425194.98,35541.36,164.78125,97.53,1.464,4.8,0.41,18036.65,2125.5
2016-10-17,11.93,12.0,11.82,921893.08,77330.0,164.78125,97.53,1.464,4.8,0.41,18036.65,2125.5
2016-10-18,11.98,12.92,11.93,2086531.11,166763.86,163.0625,97.99,1.464,4.8,0.41,18036.65,2127.7
2016-10-19,12.5,12.65,11.88,1413674.28,115707.2,164.0,97.65,1.464,4.8,0.41,18036.65,2121.7
2016-10-20,11.98,12.26,11.93,884658.87,73056.09,164.46875,97.81,1.464,4.8,0.41,18036.65,2132.0
2016-10-21,12.05,12.13,11.97,396002.15,32824.12,164.34375,97.79,1.464,4.8,0.41,18036.65,2137.2
2016-10-22,12.07,12.16,11.9,577127.12,47807.26,164.40625,98.28,1.464,4.8,0.41,18036.65,2138.0
2016-10-23,12.06,12.09,11.9,500515.73,41669.91,164.40625,98.28,1.464,4.8,0.41,18036.65,2138.0
2016-10-24,11.95,12.02,11.89,676684.77,56472.87,164.40625,98.28,1.464,4.8,0.41,18036.65,2138.0
2016-10-25,11.93,11.96,11.08,2217209.74,192636.11,164.96875,98.57,1.464,4.8,0.41,18036.65,2137.0
2016-10-26,11.38,11.69,11.29,906595.87,78611.67,164.28125,98.63,1.464,4.8,0.41,18036.65,2144.8
2016-10-27,11.5,11.57,11.21,1185604.19,103583.57,164.71875,98.61,1.464,4.8,0.41,18036.65,2134.0
2016-10-28,11.43,11.6,10.93,1744841.53,155011.77,163.8125,98.535,1.464,4.8,0.41,18036.65,2133.6
2016-10-29,11.08,11.25,9.42,3189413.09,306177.02,162.21875,98.79,1.464,4.8,0.41,18036.65,2127.5
2016-10-30,10.39,11.42,10.28,1221192.37,112375.48,162.21875,98.79,1.464,4.8,0.41,18036.65,2127.5
2016-10-31,11.22,11.64,10.86,1472033.65,131572.44,162.21875,98.79,1.464,4.8,0.31,18036.65,2127.5
2016-11-01,10.91,11.19,10.32,2120518.33,198088.97,162.375,98.295,1.636,4.8,0.41,18036.65,2122.0
2016-11-02,10.75,11.16,10.69,1354204.81,123645.27,162.8125,98.325,1.636,4.6,0.41,18036.65,2123.0
2016-11-03,10.82,11.12,10.71,1572227.6,143598.96,162.8125,97.635,1.636,4.6,0.41,18036.65,2101.5
2016-11-04,10.86,11.15,10.8,884314.9,80510.17,163.1875,97.36,1.636,4.6,0.41,18036.65,2091.5
2016-11-05,11.13,11.21,10.98,457396.63,41213.34,162.71875,97.165,1.636,4.6,0.41,18036.65,2084.0
2016-11-06,11.11,11.16,10.89,485095.74,44040.61,162.71875,97.165,1.636,4.6,0.41,18036.65,2084.0
2016-11-07,10.97,11.04,10.85,782734.52,71409.98,162.71875,97.165,1.636,4.6,0.41,18036.65,2084.0
2016-11-08,10.9,11.01,10.79,998744.71,91661.94,162.6875,97.215,1.636,4.6,0.41,18036.65,2103.5
2016-11-09,10.86,10.83,10.16,1986925.12,188601.77,162.625,97.7,1.636,4.6,0.41,18036.65,2128.5
2016-11-10,10.64,10.73,10.44,443281.63,41908.03,162.25,97.93,1.636,4.6,0.41,18036.65,2141.4
2016-11-11,10.52,10.67,10.19,775064.47,74537.19,157.3125,98.505,1.636,4.6,0.41,18036.65,2157.0
2016-11-12,10.29,10.34,9.64,1155624.22,115527.71,155.8125,98.73,1.636,4.6,0.41,18036.65,2164.5
2016-11-13,9.96,10.38,9.68,810621.17,80509.37,155.8125,98.73,1.636,4.6,0.41,18036.65,2164.5
2016-11-14,10.13,10.17,9.9,565262.66,56340.14,155.8125,98.73,1.636,4.6,0.41,18036.65,2164.5
2016-11-15,10.0,10.32,9.81,796438.73,78828.32,155.28125,99.04,1.636,4.6,0.41,18036.65,2164.5
2016-11-16,10.22,10.38,9.85,1257139.66,123479.9,153.90625,99.725,1.636,4.6,0.41,18036.65,2161.5
2016-11-17,10.01,10.14,9.81,1108257.76,110443.06,154.65625,100.02,1.636,4.6,0.41,18036.65,2178.6
2016-11-18,9.95,9.99,9.42,1198775.47,124353.87,155.21875,100.205,1.636,4.6,0.41,18036.65,2172.6
2016-11-19,9.53,9.76,9.45,664066.1,68883.22,153.21875,100.985,1.636,4.6,0.41,18036.65,2181.1
2016-11-20,9.7,9.76,9.5,486220.11,50630.78,153.21875,100.985,1.636,4.6,0.41,18036.65,2181.1
2016-11-21,9.57,9.65,9.43,450573.81,47177.88,153.21875,100.985,1.636,4.6,0.41,18036.65,2181.1
2016-11-22,9.56,10.25,9.51,1239793.68,125300.97,152.90625,101.325,1.636,4.6,0.41,18036.65,2179.9
2016-11-23,9.84,9.93,9.71,456302.47,46516.23,153.75,100.74,1.636,4.6,0.41,18036.65,2193.4
2016-11-24,9.78,9.82,8.69,1867383.41,202827.97,153.4375,101.015,1.636,4.6,0.41,18036.65,2200.5
2016-11-25,9.22,9.75,9.17,716441.17,76164.08,153.4375,101.78,1.636,4.6,0.41,18036.65,2200.5
2016-11-26,9.39,9.49,9.25,293525.05,31440.94,152.9375,101.75,1.636,4.6,0.41,18036.65,2201.1
2016-11-27,9.34,9.34,8.64,1353644.97,151243.97,152.9375,101.75,1.636,4.6,0.41,18036.65,2201.1
2016-11-28,8.91,9.04,8.56,883086.56,101091.68,152.9375,101.75,1.636,4.6,0.41,18036.65,2201.1
2016-11-29,8.66,8.71,7.8,2178363.36,267341.37,153.125,101.385,1.636,4.6,0.41,18036.65,2207.5
2016-11-30,8.18,8.73,8.07,1370387.35,162104.4,153.75,101.2,1.636,4.6,0.31,18036.65,2200.0
2016-12-01,8.59,8.67,8.27,830842.53,98313.35,154.1875,100.88,1.693,4.6,0.41,18036.65,2204.1
2016-12-02,8.44,8.44,7.3,3086902.62,398882.01,152.34375,101.49,1.693,4.7,0.41,18036.65,2199.4
2016-12-03,7.65,8.13,7.44,1424715.57,180463.15,150.6875,100.86,1.693,4.7,0.41,18036.65,2190.8
2016-12-04,7.9,7.92,7.42,728686.35,95243.77,150.6875,100.86,1.693,4.7,0.41,18036.65,2190.8
2016-12-05,7.54,7.6,6.53,2211620.44,312822.9,150.6875,100.86,1.693,4.7,0.41,18036.65,2190.8
2016-12-06,6.69,7.8,5.97,4244346.39,623351.64,152.375,101.1,1.693,4.7,0.41,18036.65,2181.8
2016-12-07,7.61,8.55,7.39,1716783.84,214021.7,151.96875,100.08,1.693,4.7,0.41,18036.65,2204.2
2016-12-08,8.35,8.9,8.19,1798741.61,211250.97,151.6875,100.44,1.693,4.7,0.41,18036.65,2210.9
2016-12-09,8.3,8.64,7.98,1200256.63,143712.62,152.46875,100.13,1.693,4.7,0.41,18036.65,2235.0
2016-12-10,8.52,8.58,8.01,862005.19,104211.63,150.9375,101.015,1.693,4.7,0.41,18036.65,2248.0
2016-12-11,8.09,8.25,8.06,424995.92,52124.68,150.9375,101.015,1.693,4.7,0.41,18036.65,2248.0
2016-12-12,8.2,8.6,8.15,1036639.9,123868.9,150.9375,101.015,1.693,4.7,0.41,18036.65,2248.0
2016-12-13,8.45,8.54,8.31,588447.87,69953.44,149.625,101.58,1.693,4.7,0.41,18036.65,2259.0
2016-12-14,8.4,8.47,8.2,572590.31,68798.49,150.1875,100.875,1.693,4.7,0.41,18036.65,2266.5
2016-12-15,8.23,8.28,7.67,1657356.88,208133.9,151.03125,100.95,1.693,4.7,0.66,18036.65,2269.0
2016-12-16,7.76,7.94,7.75,545242.73,69619.19,149.25,102.445,1.693,4.7,0.66,18036.65,2256.8
2016-12-17,7.85,7.87,7.47,931231.74,121912.84,150.5,103.14,1.693,4.7,0.66,18036.65,2268.63
2016-12-18,7.66,7.94,7.66,596318.5,75976.02,150.5,103.14,1.693,4.7,0.66,18036.65,2268.63
2016-12-19,7.89,7.92,7.57,561539.82,72458.43,150.5,103.14,1.693,4.7,0.66,18036.65,2268.63
2016-12-20,7.61,7.76,7.54,535548.66,70203.69,149.09375,102.71,1.693,4.7,0.66,18036.65,2257.0
2016-12-21,7.59,7.96,7.57,871421.76,111751.85,150.09375,103.03,1.693,4.7,0.66,18036.65,2262.2
2016-12-22,7.87,7.92,7.48,1484702.15,194789.0,148.71875,103.1,1.693,4.7,0.66,18036.65,2267.0
2016-12-23,7.64,7.64,7.05,1661753.26,226585.88,149.125,102.895,1.693,4.7,0.66,18036.65,2258.6
2016-12-24,7.16,7.44,7.02,536182.19,73814.1,148.90625,102.95,1.693,4.7,0.66,18036.65,2259.0
2016-12-25,7.23,7.31,7.1,417117.76,57948.25,148.90625,102.95,1.693,4.7,0.66,18036.65,2259.0
2016-12-26,7.19,7.3,6.98,544580.57,75691.69,148.90625,102.95,1.693,4.7,0.66,18036.65,2259.0
2016-12-27,7.21,7.34,7.03,652961.91,90828.65,148.90625,102.95,1.693,4.7,0.66,18036.65,2259.0
2016-12-28,7.15,7.72,7.03,1766689.13,239988.02,148.96875,103.025,1.693,4.7,0.66,18036.65,2258.7
2016-12-29,7.57,8.51,7.49,3493858.63,428828.39,148.5625,102.93,1.693,4.7,0.66,18036.65,2262.1
2016-12-30,8.21,8.48,7.99,1329431.98,161158.55,149.65625,103.135,1.693,4.7,0.55,18036.65,2246.0
