ETHOpen,ETHHigh,ETHLow,volumeto,volumefrom,TBondsOpenValue,IndexFutures,InflationRateValue,UnemploymentValue,FedFundRateValue,GDP,SandPValue,Date,BTCOpen,ETHOpenTM1,ETHOpenTM2,ETHOpenTM3,ETHOpenTM4,ETHOpenTM5,ETHOpenTM6,ETHOpenTM7,BTCOpenTM1,BTCOpenTM2,BTCOpenTM3,BTCOpenTM4,BTCOpenTM5,BTCOpenTM6,BTCOpenTM7,PrevHigh,PrevHigh2,PrevHigh3,PrevHigh4,PrevLow,PrevLow2,PrevLow3,PrevLow4,PrevVolTo,PrevVolTo2,PrevVolTo3,PrevVolTo4,PrevVolFrom,PrevVolFrom2,PrevVolFrom3,PrevVolFrom4,PrevSP,PrevSP2,PrevSP3,PrevSP4
291.81,295.57,288.56,67580849.1,231043.01,152.5625,93.2,2.233,4.2,1.16,18569.1,2526.5,2017-10-04,291.81,296.81,303.95,302.77,292.58,302.77,309.97,288.64,296.81,303.95,302.77,292.58,302.77,309.97,288.64,299.92,304.13,304.79,305.91,286.86,293.34,295.44,292.32,88276884.19,87144370.37,66161942.23,82819424.09,302101.3,291646.77,220320.92,274718.7,2520.6,2507.0,2507.0,2507.0
291.68,297.47,286.73,59328523.56,202892.42,152.8125,92.885,2.233,4.2,1.16,18569.1,2531.5,2017-10-05,291.68,291.81,296.81,303.95,302.77,292.58,302.77,309.97,291.81,296.81,303.95,302.77,292.58,302.77,309.97,295.57,299.92,304.13,304.79,288.56,286.86,293.34,295.44,67580849.1,88276884.19,87144370.37,66161942.23,231043.01,302101.3,291646.77,220320.92,2526.5,2520.6,2507.0,2507.0
294.99,309.0,293.75,80140194.73,265830.27,152.75,93.075,2.233,4.2,1.16,18569.1,2535.7,2017-10-06,294.99,291.68,291.81,296.81,303.95,302.77,292.58,302.77,291.68,291.81,296.81,303.95,302.77,292.58,302.77,297.47,295.57,299.92,304.13,286.73,288.56,286.86,293.34,59328523.56,67580849.1,88276884.19,87144370.37,202892.42,231043.01,302101.3,291646.77,2531.5,2526.5,2520.6,2507.0
308.33,314.12,304.63,83321062.1,269276.51,152.28125,93.57,2.233,4.2,1.16,18569.1,2548.6,2017-10-07,308.33,294.99,291.68,291.81,296.81,303.95,302.77,292.58,294.99,291.68,291.81,296.81,303.95,302.77,292.58,309.0,297.47,295.57,299.92,293.75,286.73,288.56,286.86,80140194.73,59328523.56,67580849.1,88276884.19,265830.27,202892.42,231043.01,302101.3,2535.7,2531.5,2526.5,2520.6
311.26,313.52,308.13,67801593.66,217688.05,152.28125,93.57,2.233,4.2,1.16,18569.1,2548.6,2017-10-08,311.26,308.33,294.99,291.68,291.81,296.81,303.95,302.77,308.33,294.99,291.68,291.81,296.81,303.95,302.77,314.12,309.0,297.47,295.57,304.63,293.75,286.73,288.56,83321062.1,80140194.73,59328523.56,67580849.1,269276.51,265830.27,202892.42,231043.01,2548.6,2535.7,2531.5,2526.5
309.49,310.14,286.52,140753204.93,471243.74,152.28125,93.57,2.233,4.2,1.16,18569.1,2548.6,2017-10-09,309.49,311.26,308.33,294.99,291.68,291.81,296.81,303.95,311.26,308.33,294.99,291.68,291.81,296.81,303.95,313.52,314.12,309.0,297.47,308.13,304.63,293.75,286.73,67801593.66,83321062.1,80140194.73,59328523.56,217688.05,269276.51,265830.27,202892.42,2548.6,2548.6,2535.7,2531.5
296.95,305.95,292.28,80475858.44,268423.2,152.0625,93.315,2.233,4.2,1.16,18569.1,2543.8,2017-10-10,296.95,309.49,311.26,308.33,294.99,291.68,291.81,296.81,309.49,311.26,308.33,294.99,291.68,291.81,296.81,310.14,313.52,314.12,309.0,286.52,308.13,304.63,293.75,140753204.93,67801593.66,83321062.1,80140194.73,471243.74,217688.05,269276.51,265830.27,2548.6,2548.6,2548.6,2535.7
298.46,305.12,297.18,67246675.44,223439.16,152.21875,93.24,2.233,4.2,1.16,18569.1,2543.3,2017-10-11,298.46,296.95,309.49,311.26,308.33,294.99,291.68,291.81,296.95,309.49,311.26,308.33,294.99,291.68,291.81,305.95,310.14,313.52,314.12,292.28,286.52,308.13,304.63,80475858.44,140753204.93,67801593.66,83321062.1,268423.2,471243.74,217688.05,269276.51,2543.8,2548.6,2548.6,2548.6
302.86,308.77,301.65,130357482.76,426811.81,152.1875,92.705,2.233,4.2,1.16,18569.1,2548.4,2017-10-12,302.86,298.46,296.95,309.49,311.26,308.33,294.99,291.68,298.46,296.95,309.49,311.26,308.33,294.99,291.68,305.12,305.95,310.14,313.52,297.18,292.28,286.52,308.13,67246675.44,80475858.44,140753204.93,67801593.66,223439.16,268423.2,471243.74,217688.05,2543.3,2543.8,2548.6,2548.6
302.89,347.7,298.29,325130767.69,994746.99,152.4375,92.435,2.233,4.2,,18569.1,2552.1,2017-10-13,302.89,302.86,298.46,296.95,309.49,311.26,308.33,294.99,302.86,298.46,296.95,309.49,311.26,308.33,294.99,308.77,305.12,305.95,310.14,301.65,297.18,292.28,286.52,130357482.76,67246675.44,80475858.44,140753204.93,426811.81,223439.16,268423.2,471243.74,2548.4,2543.3,2543.8,2548.6
336.83,347.14,333.83,118217861.14,345894.16,153.125,92.565,2.233,4.2,,18569.1,2547.8,2017-10-14,336.83,302.89,302.86,298.46,296.95,309.49,311.26,308.33,302.89,302.86,298.46,296.95,309.49,311.26,308.33,347.7,308.77,305.12,305.95,298.29,301.65,297.18,292.28,325130767.69,130357482.76,67246675.44,80475858.44,994746.99,426811.81,223439.16,268423.2,2552.1,2548.4,2543.3,2543.8
338.81,341.93,318.35,154046243.07,465975.53,153.125,92.565,2.233,4.2,,18569.1,2547.8,2017-10-15,338.81,336.83,302.89,302.86,298.46,296.95,309.49,311.26,336.83,302.89,302.86,298.46,296.95,309.49,311.26,347.14,347.7,308.77,305.12,333.83,298.29,301.65,297.18,118217861.14,325130767.69,130357482.76,67246675.44,345894.16,994746.99,426811.81,223439.16,2547.8,2552.1,2548.4,2543.3
336.58,337.18,335.69,1916018.91,5697.18,,,,,,18569.1,,2017-10-16,336.58,338.81,336.83,302.89,302.86,298.46,296.95,309.49,338.81,336.83,302.89,302.86,298.46,296.95,309.49,341.93,347.14,347.7,308.77,318.35,333.83,298.29,301.65,154046243.07,118217861.14,325130767.69,130357482.76,465975.53,345894.16,994746.99,426811.81,2547.8,2547.8,2552.1,2548.4
