ETHOpen,ETHHigh,ETHLow,volumeto,volumefrom,TBondsOpenValue,IndexFutures,InflationRateValue,UnemploymentValue,FedFundRateValue,GDP,SandPValue,Date,BTCOpen,ETHOpenTM1,ETHOpenTM2,ETHOpenTM3,ETHOpenTM4,ETHOpenTM5,ETHOpenTM6,ETHOpenTM7,BTCOpenTM1,BTCOpenTM2,BTCOpenTM3,BTCOpenTM4,BTCOpenTM5,BTCOpenTM6,BTCOpenTM7,PrevHigh,PrevHigh2,PrevHigh3,PrevHigh4,PrevLow,PrevLow2,PrevLow3,PrevLow4,PrevVolTo,PrevVolTo2,PrevVolTo3,PrevVolTo4,PrevVolFrom,PrevVolFrom2,PrevVolFrom3,PrevVolFrom4,PrevSP,PrevSP2,PrevSP3,PrevSP4
218.12,228.08,217.84,93201219.53,417327.69,153.90625,92.74,1.72,4.4,1.16,18569.1,2474.1,2017-08-03,218.12,225.9,201.33,196.78,206.14,191.21,202.93,202.88,225.9,201.33,196.78,206.14,191.21,202.93,202.88,228.98,232.55,201.78,209.88,215.71,201.27,190.53,194.12,122967812.49,314260050.78,103641349.39,110586575.75,557162.98,1444224.2,528822.67,553749.07,2468.0,2474.0,2462.6,2462.6
224.39,227.45,219.73,87804496.93,393605.18,153.96875,92.63,1.72,4.4,1.16,18569.1,2472.3,2017-08-04,224.39,218.12,225.9,201.33,196.78,206.14,191.21,202.93,218.12,225.9,201.33,196.78,206.14,191.21,202.93,228.08,228.98,232.55,201.78,217.84,215.71,201.27,190.53,93201219.53,122967812.49,314260050.78,103641349.39,417327.69,557162.98,1444224.2,528822.67,2474.1,2468.0,2474.0,2462.6
220.6,258.47,219.72,251531536.79,1049623.56,155.125,92.49,1.72,4.4,1.16,18569.1,2470.7,2017-08-05,220.6,224.39,218.12,225.9,201.33,196.78,206.14,191.21,224.39,218.12,225.9,201.33,196.78,206.14,191.21,227.45,228.08,228.98,232.55,219.73,217.84,215.71,201.27,87804496.93,93201219.53,122967812.49,314260050.78,393605.18,417327.69,557162.98,1444224.2,2472.3,2474.1,2468.0,2474.0
253.09,272.22,251.79,219315844.17,839224.25,155.125,92.49,1.72,4.4,1.16,18569.1,2470.7,2017-08-06,253.09,220.6,224.39,218.12,225.9,201.33,196.78,206.14,220.6,224.39,218.12,225.9,201.33,196.78,206.14,258.47,227.45,228.08,228.98,219.72,219.73,217.84,215.71,251531536.79,87804496.93,93201219.53,122967812.49,1049623.56,393605.18,417327.69,557162.98,2470.7,2472.3,2474.1,2468.0
264.56,274.39,257.41,158590573.11,594385.57,155.125,92.49,1.72,4.4,1.16,18569.1,2470.7,2017-08-07,264.56,253.09,220.6,224.39,218.12,225.9,201.33,196.78,253.09,220.6,224.39,218.12,225.9,201.33,196.78,272.22,258.47,227.45,228.08,251.79,219.72,219.73,217.84,219315844.17,251531536.79,87804496.93,93201219.53,839224.25,1049623.56,393605.18,417327.69,2470.7,2470.7,2472.3,2474.1
269.94,299.55,266.94,229459233.36,804213.25,154.125,93.15,1.72,4.4,1.16,18569.1,2476.1,2017-08-08,269.94,264.56,253.09,220.6,224.39,218.12,225.9,201.33,264.56,253.09,220.6,224.39,218.12,225.9,201.33,274.39,272.22,258.47,227.45,257.41,251.79,219.72,219.73,158590573.11,219315844.17,251531536.79,87804496.93,594385.57,839224.25,1049623.56,393605.18,2470.7,2470.7,2470.7,2472.3
296.51,314.75,279.1,439031586.16,1476327.93,154.40625,93.07,1.72,4.4,1.16,18569.1,2476.1,2017-08-09,296.51,269.94,264.56,253.09,220.6,224.39,218.12,225.9,269.94,264.56,253.09,220.6,224.39,218.12,225.9,299.55,274.39,272.22,258.47,266.94,257.41,251.79,219.72,229459233.36,158590573.11,219315844.17,251531536.79,804213.25,594385.57,839224.25,1049623.56,2476.1,2470.7,2470.7,2470.7
295.24,310.18,289.22,173781086.18,576082.58,154.1875,93.39,1.72,4.4,1.16,18569.1,2468.6,2017-08-10,295.24,296.51,269.94,264.56,253.09,220.6,224.39,218.12,296.51,269.94,264.56,253.09,220.6,224.39,218.12,314.75,299.55,274.39,272.22,279.1,266.94,257.41,251.79,439031586.16,229459233.36,158590573.11,219315844.17,1476327.93,804213.25,594385.57,839224.25,2476.1,2476.1,2470.7,2470.7
298.28,310.36,295.94,146799311.1,486177.48,154.625,93.25,1.72,4.4,1.16,18569.1,2473.7,2017-08-11,298.28,295.24,296.51,269.94,264.56,253.09,220.6,224.39,295.24,296.51,269.94,264.56,253.09,220.6,224.39,310.18,314.75,299.55,274.39,289.22,279.1,266.94,257.41,173781086.18,439031586.16,229459233.36,158590573.11,576082.58,1476327.93,804213.25,594385.57,2468.6,2476.1,2476.1,2470.7
309.32,319.14,303.71,198463746.02,634507.5,155.53125,93.1,1.72,4.4,1.16,18569.1,2436.1,2017-08-12,309.32,298.28,295.24,296.51,269.94,264.56,253.09,220.6,298.28,295.24,296.51,269.94,264.56,253.09,220.6,310.36,310.18,314.75,299.55,295.94,289.22,279.1,266.94,146799311.1,173781086.18,439031586.16,229459233.36,486177.48,576082.58,1476327.93,804213.25,2473.7,2468.6,2476.1,2476.1
308.02,308.87,288.04,209757139.86,709286.89,155.53125,93.1,1.72,4.4,1.16,18569.1,2436.1,2017-08-13,308.02,309.32,298.28,295.24,296.51,269.94,264.56,253.09,309.32,298.28,295.24,296.51,269.94,264.56,253.09,319.14,310.36,310.18,314.75,303.71,295.94,289.22,279.1,198463746.02,146799311.1,173781086.18,439031586.16,634507.5,486177.48,576082.58,1476327.93,2436.1,2473.7,2468.6,2476.1
296.62,306.3,294.74,138516552.98,461968.26,155.53125,93.1,1.72,4.4,1.16,18569.1,2436.1,2017-08-14,296.62,308.02,309.32,298.28,295.24,296.51,269.94,264.56,308.02,309.32,298.28,295.24,296.51,269.94,264.56,308.87,319.14,310.36,310.18,288.04,303.71,295.94,289.22,209757139.86,198463746.02,146799311.1,173781086.18,709286.89,634507.5,486177.48,576082.58,2436.1,2436.1,2473.7,2468.6
299.16,299.71,271.38,209502360.98,735205.53,155.40625,92.815,1.72,4.4,1.16,18569.1,2447.0,2017-08-15,299.16,296.62,308.02,309.32,298.28,295.24,296.51,269.94,296.62,308.02,309.32,298.28,295.24,296.51,269.94,306.3,308.87,319.14,310.36,294.74,288.04,303.71,295.94,138516552.98,209757139.86,198463746.02,146799311.1,461968.26,709286.89,634507.5,486177.48,2436.1,2436.1,2436.1,2473.7
286.52,303.29,280.66,143590085.64,487956.1,155.15625,93.2,1.72,4.4,1.16,18569.1,2463.1,2017-08-16,286.52,299.16,296.62,308.02,309.32,298.28,295.24,296.51,299.16,296.62,308.02,309.32,298.28,295.24,296.51,299.71,306.3,308.87,319.14,271.38,294.74,288.04,303.71,209502360.98,138516552.98,209757139.86,198463746.02,735205.53,461968.26,709286.89,634507.5,2447.0,2436.1,2436.1,2436.1
301.38,310.43,298.19,141776697.36,466305.76,154.21875,93.54,1.72,4.4,1.16,18569.1,2464.8,2017-08-17,301.38,286.52,299.16,296.62,308.02,309.32,298.28,295.24,286.52,299.16,296.62,308.02,309.32,298.28,295.24,303.29,299.71,306.3,308.87,280.66,271.38,294.74,288.04,143590085.64,209502360.98,138516552.98,209757139.86,487956.1,735205.53,461968.26,709286.89,2463.1,2447.0,2436.1,2436.1
300.3,306.52,287.17,155333057.71,523133.9,155.0625,93.195,1.72,4.4,1.16,18569.1,2465.6,2017-08-18,300.3,301.38,286.52,299.16,296.62,308.02,309.32,298.28,301.38,286.52,299.16,296.62,308.02,309.32,298.28,310.43,303.29,299.71,306.3,298.19,280.66,271.38,294.74,141776697.36,143590085.64,209502360.98,138516552.98,466305.76,487956.1,735205.53,461968.26,2464.8,2463.1,2447.0,2436.1
292.62,298.79,283.65,133331931.88,458296.55,155.875,93.44,1.72,4.4,1.16,18569.1,2425.9,2017-08-19,292.62,300.3,301.38,286.52,299.16,296.62,308.02,309.32,300.3,301.38,286.52,299.16,296.62,308.02,309.32,306.52,310.43,303.29,299.71,287.17,298.19,280.66,271.38,155333057.71,141776697.36,143590085.64,209502360.98,523133.9,466305.76,487956.1,735205.53,2465.6,2464.8,2463.1,2447.0
293.02,298.78,288.48,86214711.32,293661.68,155.875,93.44,1.72,4.4,1.16,18569.1,2425.9,2017-08-20,293.02,292.62,300.3,301.38,286.52,299.16,296.62,308.02,292.62,300.3,301.38,286.52,299.16,296.62,308.02,298.79,306.52,310.43,303.29,283.65,287.17,298.19,280.66,133331931.88,155333057.71,141776697.36,143590085.64,458296.55,523133.9,466305.76,487956.1,2425.9,2465.6,2464.8,2463.1
298.2,345.44,294.93,371320147.37,1147950.71,155.875,93.44,1.72,4.4,1.16,18569.1,2425.9,2017-08-21,298.2,293.02,292.62,300.3,301.38,286.52,299.16,296.62,293.02,292.62,300.3,301.38,286.52,299.16,296.62,298.78,298.79,306.52,310.43,288.48,283.65,287.17,298.19,86214711.32,133331931.88,155333057.71,141776697.36,293661.68,458296.55,523133.9,466305.76,2425.9,2425.9,2465.6,2464.8
321.85,329.39,293.09,255666010.62,823697.62,155.75,93.175,1.72,4.4,1.16,18569.1,2431.2,2017-08-22,321.85,298.2,293.02,292.62,300.3,301.38,286.52,299.16,298.2,293.02,292.62,300.3,301.38,286.52,299.16,345.44,298.78,298.79,306.52,294.93,288.48,283.65,287.17,371320147.37,86214711.32,133331931.88,155333057.71,1147950.71,293661.68,458296.55,523133.9,2425.9,2425.9,2425.9,2465.6
313.37,325.1,313.16,136793702.05,428625.31,156.1875,92.82,1.72,4.4,1.16,18569.1,2429.4,2017-08-23,313.37,321.85,298.2,293.02,292.62,300.3,301.38,286.52,321.85,298.2,293.02,292.62,300.3,301.38,286.52,329.39,345.44,298.78,298.79,293.09,294.93,288.48,283.65,255666010.62,371320147.37,86214711.32,133331931.88,823697.62,1147950.71,293661.68,458296.55,2431.2,2425.9,2425.9,2425.9
317.4,328.65,315.94,113467892.46,352256.9,155.65625,93.275,1.72,4.4,1.16,18569.1,2453.1,2017-08-24,317.4,313.37,321.85,298.2,293.02,292.62,300.3,301.38,313.37,321.85,298.2,293.02,292.62,300.3,301.38,325.1,329.39,345.44,298.78,313.16,293.09,294.93,288.48,136793702.05,255666010.62,371320147.37,86214711.32,428625.31,823697.62,1147950.71,293661.68,2429.4,2431.2,2425.9,2425.9
325.28,337.24,324.69,142040413.42,428182.32,156.5625,92.9,1.72,4.4,1.16,18569.1,2439.3,2017-08-25,325.28,317.4,313.37,321.85,298.2,293.02,292.62,300.3,317.4,313.37,321.85,298.2,293.02,292.62,300.3,328.65,325.1,329.39,345.44,315.94,313.16,293.09,294.93,113467892.46,136793702.05,255666010.62,371320147.37,352256.9,428625.31,823697.62,1147950.71,2453.1,2429.4,2431.2,2425.9
330.06,334.7,325.9,70828266.3,214806.33,156.0625,93.05,1.72,4.4,1.16,18569.1,2442.1,2017-08-26,330.06,325.28,317.4,313.37,321.85,298.2,293.02,292.62,325.28,317.4,313.37,321.85,298.2,293.02,292.62,337.24,328.65,325.1,329.39,324.69,315.94,313.16,293.09,142040413.42,113467892.46,136793702.05,255666010.62,428182.32,352256.9,428625.31,823697.62,2439.3,2453.1,2429.4,2431.2
332.86,347.92,332.8,113661914.42,336374.92,156.0625,93.05,1.72,4.4,1.16,18569.1,2442.1,2017-08-27,332.86,330.06,325.28,317.4,313.37,321.85,298.2,293.02,330.06,325.28,317.4,313.37,321.85,298.2,293.02,334.7,337.24,328.65,325.1,325.9,324.69,315.94,313.16,70828266.3,142040413.42,113467892.46,136793702.05,214806.33,428182.32,352256.9,428625.31,2442.1,2439.3,2453.1,2429.4
347.88,350.5,335.41,155518324.93,452449.22,156.0625,93.05,1.72,4.4,1.16,18569.1,2442.1,2017-08-28,347.88,332.86,330.06,325.28,317.4,313.37,321.85,298.2,332.86,330.06,325.28,317.4,313.37,321.85,298.2,347.92,334.7,337.24,328.65,332.8,325.9,324.69,315.94,113661914.42,70828266.3,142040413.42,113467892.46,336374.92,214806.33,428182.32,352256.9,2442.1,2442.1,2439.3,2453.1
347.66,375.18,347.24,245077133.04,674865.15,156.625,92.15,1.72,4.4,1.16,18569.1,2442.8,2017-08-29,347.66,347.88,332.86,330.06,325.28,317.4,313.37,321.85,347.88,332.86,330.06,325.28,317.4,313.37,321.85,350.5,347.92,334.7,337.24,335.41,332.8,325.9,324.69,155518324.93,113661914.42,70828266.3,142040413.42,452449.22,336374.92,214806.33,428182.32,2442.1,2442.1,2442.1,2439.3
372.35,390.64,367.41,247280361.72,651250.58,157.0,91.99,1.72,4.4,1.16,18569.1,2429.3,2017-08-30,372.35,347.66,347.88,332.86,330.06,325.28,317.4,313.37,347.66,347.88,332.86,330.06,325.28,317.4,313.37,375.18,350.5,347.92,334.7,347.24,335.41,332.8,325.9,245077133.04,155518324.93,113661914.42,70828266.3,674865.15,452449.22,336374.92,214806.33,2442.8,2442.1,2442.1,2442.1
383.86,389.64,380.89,129260777.23,335126.62,157.03125,92.075,1.72,4.4,1.07,18569.1,2446.5,2017-08-31,383.86,372.35,347.66,347.88,332.86,330.06,325.28,317.4,372.35,347.66,347.88,332.86,330.06,325.28,317.4,390.64,375.18,350.5,347.92,367.41,347.24,335.41,332.8,247280361.72,245077133.04,155518324.93,113661914.42,651250.58,674865.15,452449.22,336374.92,2429.3,2442.8,2442.1,2442.1
388.33,395.3,386.71,192664622.13,491601.26,157.125,92.63,1.939,4.4,1.16,18569.1,2458.0,2017-09-01,388.33,383.86,372.35,347.66,347.88,332.86,330.06,325.28,383.86,372.35,347.66,347.88,332.86,330.06,325.28,389.64,390.64,375.18,350.5,380.89,367.41,347.24,335.41,129260777.23,247280361.72,245077133.04,155518324.93,335126.62,651250.58,674865.15,452449.22,2446.5,2429.3,2442.8,2442.1
391.42,392.04,328.87,392672123.64,1101764.65,157.4375,92.36,1.939,4.2,1.16,18569.1,2472.0,2017-09-02,391.42,388.33,383.86,372.35,347.66,347.88,332.86,330.06,388.33,383.86,372.35,347.66,347.88,332.86,330.06,395.3,389.64,390.64,375.18,386.71,380.89,367.41,347.24,192664622.13,129260777.23,247280361.72,245077133.04,491601.26,335126.62,651250.58,674865.15,2458.0,2446.5,2429.3,2442.8
351.03,370.5,336.37,220213614.9,627030.97,157.4375,92.36,1.939,4.2,1.16,18569.1,2472.0,2017-09-03,351.03,391.42,388.33,383.86,372.35,347.66,347.88,332.86,391.42,388.33,383.86,372.35,347.66,347.88,332.86,392.04,395.3,389.64,390.64,328.87,386.71,380.89,367.41,392672123.64,192664622.13,129260777.23,247280361.72,1101764.65,491601.26,335126.62,651250.58,2472.0,2458.0,2446.5,2429.3
352.45,352.45,279.95,518097340.34,1691892.31,157.4375,92.36,1.939,4.2,1.16,18569.1,2472.0,2017-09-04,352.45,351.03,391.42,388.33,383.86,372.35,347.66,347.88,351.03,391.42,388.33,383.86,372.35,347.66,347.88,370.5,392.04,395.3,389.64,336.37,328.87,386.71,380.89,220213614.9,392672123.64,192664622.13,129260777.23,627030.97,1101764.65,491601.26,335126.62,2472.0,2472.0,2458.0,2446.5
303.7,324.37,275.97,285969365.42,947781.26,157.4375,92.45,1.939,4.2,1.16,18569.1,2472.0,2017-09-05,303.7,352.45,351.03,391.42,388.33,383.86,372.35,347.66,352.45,351.03,391.42,388.33,383.86,372.35,347.66,352.45,370.5,392.04,395.3,279.95,336.37,328.87,386.71,518097340.34,220213614.9,392672123.64,192664622.13,1691892.31,627030.97,1101764.65,491601.26,2472.0,2472.0,2472.0,2458.0
317.94,341.77,317.82,207751167.29,624432.7,156.84375,92.395,1.939,4.2,1.16,18569.1,2463.0,2017-09-06,317.94,303.7,352.45,351.03,391.42,388.33,383.86,372.35,303.7,352.45,351.03,391.42,388.33,383.86,372.35,324.37,352.45,370.5,392.04,275.97,279.95,336.37,328.87,285969365.42,518097340.34,220213614.9,392672123.64,947781.26,1691892.31,627030.97,1101764.65,2472.0,2472.0,2472.0,2472.0
338.92,338.92,323.36,145609934.39,439263.99,158.4375,91.955,1.939,4.2,1.16,18569.1,2459.3,2017-09-07,338.92,317.94,303.7,352.45,351.03,391.42,388.33,383.86,317.94,303.7,352.45,351.03,391.42,388.33,383.86,341.77,324.37,352.45,370.5,317.82,275.97,279.95,336.37,207751167.29,285969365.42,518097340.34,220213614.9,624432.7,947781.26,1691892.31,627030.97,2463.0,2472.0,2472.0,2472.0
335.37,335.39,293.12,307973324.88,997877.33,157.6875,91.925,1.939,4.2,1.16,18569.1,2461.0,2017-09-08,335.37,338.92,317.94,303.7,352.45,351.03,391.42,388.33,338.92,317.94,303.7,352.45,351.03,391.42,388.33,338.92,341.77,324.37,352.45,323.36,317.82,275.97,279.95,145609934.39,207751167.29,285969365.42,518097340.34,439263.99,624432.7,947781.26,1691892.31,2459.3,2463.0,2472.0,2472.0
306.72,309.07,293.71,127930167.28,423738.08,158.96875,91.215,1.939,4.2,1.16,18569.1,2461.0,2017-09-09,306.72,335.37,338.92,317.94,303.7,352.45,351.03,391.42,335.37,338.92,317.94,303.7,352.45,351.03,391.42,335.39,338.92,341.77,324.37,293.12,323.36,317.82,275.97,307973324.88,145609934.39,207751167.29,285969365.42,997877.33,439263.99,624432.7,947781.26,2461.0,2459.3,2463.0,2472.0
303.79,305.76,280.7,179819553.2,612531.96,158.96875,91.215,1.939,4.2,1.16,18569.1,2461.0,2017-09-10,303.79,306.72,335.37,338.92,317.94,303.7,352.45,351.03,306.72,335.37,338.92,317.94,303.7,352.45,351.03,309.07,335.39,338.92,341.77,293.71,293.12,323.36,317.82,127930167.28,307973324.88,145609934.39,207751167.29,423738.08,997877.33,439263.99,624432.7,2461.0,2461.0,2459.3,2463.0
299.21,308.3,288.6,149130023.67,502277.48,158.96875,91.215,1.939,4.2,1.16,18569.1,2461.0,2017-09-11,299.21,303.79,306.72,335.37,338.92,317.94,303.7,352.45,303.79,306.72,335.37,338.92,317.94,303.7,352.45,305.76,309.07,335.39,338.92,280.7,293.71,293.12,323.36,179819553.2,127930167.28,307973324.88,145609934.39,612531.96,423738.08,997877.33,439263.99,2461.0,2461.0,2461.0,2459.3
297.95,316.38,285.75,212949898.74,706469.01,158.125,91.19,1.939,4.2,1.16,18569.1,2477.0,2017-09-12,297.95,299.21,303.79,306.72,335.37,338.92,317.94,303.7,299.21,303.79,306.72,335.37,338.92,317.94,303.7,308.3,305.76,309.07,335.39,288.6,280.7,293.71,293.12,149130023.67,179819553.2,127930167.28,307973324.88,502277.48,612531.96,423738.08,997877.33,2461.0,2461.0,2461.0,2461.0
294.1,294.39,257.16,328829086.33,1204287.66,157.34375,91.67,1.939,4.2,1.16,18569.1,2491.0,2017-09-13,294.1,297.95,299.21,303.79,306.72,335.37,338.92,317.94,297.95,299.21,303.79,306.72,335.37,338.92,317.94,316.38,308.3,305.76,309.07,285.75,288.6,280.7,293.71,212949898.74,149130023.67,179819553.2,127930167.28,706469.01,502277.48,612531.96,423738.08,2477.0,2461.0,2461.0,2461.0
275.84,280.65,222.06,448360655.12,1840149.11,156.46875,91.63,1.939,4.2,1.16,18569.1,2492.5,2017-09-14,275.84,294.1,297.95,299.21,303.79,306.72,335.37,338.92,294.1,297.95,299.21,303.79,306.72,335.37,338.92,294.39,316.38,308.3,305.76,257.16,285.75,288.6,280.7,328829086.33,212949898.74,149130023.67,179819553.2,1204287.66,706469.01,502277.48,612531.96,2491.0,2477.0,2461.0,2461.0
223.14,267.7,200.75,601118554.63,2545560.43,156.28125,92.165,1.939,4.2,1.16,18569.1,2492.5,2017-09-15,223.14,275.84,294.1,297.95,299.21,303.79,306.72,335.37,275.84,294.1,297.95,299.21,303.79,306.72,335.37,280.65,294.39,316.38,308.3,222.06,257.16,285.75,288.6,448360655.12,328829086.33,212949898.74,149130023.67,1840149.11,1204287.66,706469.01,502277.48,2492.5,2491.0,2477.0,2461.0
259.57,272.43,245.74,213735353.14,829893.83,156.625,91.775,1.939,4.2,1.16,18569.1,2492.5,2017-09-16,259.57,223.14,275.84,294.1,297.95,299.21,303.79,306.72,223.14,275.84,294.1,297.95,299.21,303.79,306.72,267.7,280.65,294.39,316.38,200.75,222.06,257.16,285.75,601118554.63,448360655.12,328829086.33,212949898.74,2545560.43,1840149.11,1204287.66,706469.01,2492.5,2492.5,2491.0,2477.0
254.49,265.78,239.98,129073620.3,509132.86,156.625,91.775,1.939,4.2,1.16,18569.1,2492.5,2017-09-17,254.49,259.57,223.14,275.84,294.1,297.95,299.21,303.79,259.57,223.14,275.84,294.1,297.95,299.21,303.79,272.43,267.7,280.65,294.39,245.74,200.75,222.06,257.16,213735353.14,601118554.63,448360655.12,328829086.33,829893.83,2545560.43,1840149.11,1204287.66,2492.5,2492.5,2492.5,2491.0
258.4,300.69,258.36,316944028.29,1101869.95,156.625,91.775,1.939,4.2,1.16,18569.1,2492.5,2017-09-18,258.4,254.49,259.57,223.14,275.84,294.1,297.95,299.21,254.49,259.57,223.14,275.84,294.1,297.95,299.21,265.78,272.43,267.7,280.65,239.98,245.74,200.75,222.06,129073620.3,213735353.14,601118554.63,448360655.12,509132.86,829893.83,2545560.43,1840149.11,2492.5,2492.5,2492.5,2492.5
297.53,299.91,275.94,211173075.81,736458.34,156.21875,91.435,1.939,4.2,1.16,18569.1,2498.2,2017-09-19,297.53,258.4,254.49,259.57,223.14,275.84,294.1,297.95,258.4,254.49,259.57,223.14,275.84,294.1,297.95,300.69,265.78,272.43,267.7,258.36,239.98,245.74,200.75,316944028.29,129073620.3,213735353.14,601118554.63,1101869.95,509132.86,829893.83,2545560.43,2492.5,2492.5,2492.5,2492.5
283.0,293.74,277.72,119360306.75,416768.41,155.8125,91.505,1.939,4.2,1.16,18569.1,2502.3,2017-09-20,283.0,297.53,258.4,254.49,259.57,223.14,275.84,294.1,297.53,258.4,254.49,259.57,223.14,275.84,294.1,299.91,300.69,265.78,272.43,275.94,258.36,239.98,245.74,211173075.81,316944028.29,129073620.3,213735353.14,736458.34,1101869.95,509132.86,829893.83,2498.2,2492.5,2492.5,2492.5
283.56,287.13,252.22,213821119.8,794785.87,155.46875,91.275,1.939,4.2,1.16,18569.1,2502.3,2017-09-21,283.56,283.0,297.53,258.4,254.49,259.57,223.14,275.84,283.0,297.53,258.4,254.49,259.57,223.14,275.84,293.74,299.91,300.69,265.78,277.72,275.94,258.36,239.98,119360306.75,211173075.81,316944028.29,129073620.3,416768.41,736458.34,1101869.95,509132.86,2502.3,2498.2,2492.5,2492.5
257.77,270.74,254.28,128332019.33,491176.93,153.90625,92.13,1.939,4.2,1.16,18569.1,2505.0,2017-09-22,257.77,283.56,283.0,297.53,258.4,254.49,259.57,223.14,283.56,283.0,297.53,258.4,254.49,259.57,223.14,287.13,293.74,299.91,300.69,252.22,277.72,275.94,258.36,213821119.8,119360306.75,211173075.81,316944028.29,794785.87,416768.41,736458.34,1101869.95,2502.3,2502.3,2498.2,2492.5
262.94,286.72,259.58,111790766.56,403931.95,153.9375,91.7,1.939,4.2,1.16,18569.1,2500.4,2017-09-23,262.94,257.77,283.56,283.0,297.53,258.4,254.49,259.57,257.77,283.56,283.0,297.53,258.4,254.49,259.57,270.74,287.13,293.74,299.91,254.28,252.22,277.72,275.94,128332019.33,213821119.8,119360306.75,211173075.81,491176.93,794785.87,416768.41,736458.34,2505.0,2502.3,2502.3,2498.2
286.14,294.54,276.25,129812958.5,455005.16,153.9375,91.7,1.939,4.2,1.16,18569.1,2500.4,2017-09-24,286.14,262.94,257.77,283.56,283.0,297.53,258.4,254.49,262.94,257.77,283.56,283.0,297.53,258.4,254.49,286.72,270.74,287.13,293.74,259.58,254.28,252.22,277.72,111790766.56,128332019.33,213821119.8,119360306.75,403931.95,491176.93,794785.87,416768.41,2500.4,2505.0,2502.3,2502.3
282.6,297.01,282.48,125825077.84,431148.81,153.9375,91.7,1.939,4.2,1.16,18569.1,2500.4,2017-09-25,282.6,286.14,262.94,257.77,283.56,283.0,297.53,258.4,286.14,262.94,257.77,283.56,283.0,297.53,258.4,294.54,286.72,270.74,287.13,276.25,259.58,254.28,252.22,129812958.5,111790766.56,128332019.33,213821119.8,455005.16,403931.95,491176.93,794785.87,2500.4,2500.4,2505.0,2502.3
294.89,295.89,287.01,77729398.68,266603.9,154.25,91.89,1.939,4.2,1.16,18569.1,2502.9,2017-09-26,294.89,282.6,286.14,262.94,257.77,283.56,283.0,297.53,282.6,286.14,262.94,257.77,283.56,283.0,297.53,297.01,294.54,286.72,270.74,282.48,276.25,259.58,254.28,125825077.84,129812958.5,111790766.56,128332019.33,431148.81,455005.16,403931.95,491176.93,2500.4,2500.4,2500.4,2505.0
288.64,312.64,287.83,155862803.45,519371.43,154.84375,92.175,1.939,4.2,1.16,18569.1,2496.1,2017-09-27,288.64,294.89,282.6,286.14,262.94,257.77,283.56,283.0,294.89,282.6,286.14,262.94,257.77,283.56,283.0,295.89,297.01,294.54,286.72,287.01,282.48,276.25,259.58,77729398.68,125825077.84,129812958.5,111790766.56,266603.9,431148.81,455005.16,403931.95,2502.9,2500.4,2500.4,2500.4
309.97,310.24,298.18,116142194.54,381991.35,154.65625,92.675,1.939,4.2,1.16,18569.1,2495.1,2017-09-28,309.97,288.64,294.89,282.6,286.14,262.94,257.77,283.56,288.64,294.89,282.6,286.14,262.94,257.77,283.56,312.64,295.89,297.01,294.54,287.83,287.01,282.48,276.25,155862803.45,77729398.68,125825077.84,129812958.5,519371.43,266603.9,431148.81,455005.16,2496.1,2502.9,2500.4,2500.4
302.77,303.54,279.79,189289895.65,651910.85,152.90625,93.0,1.939,4.2,1.06,18569.1,2502.8,2017-09-29,302.77,309.97,288.64,294.89,282.6,286.14,262.94,257.77,309.97,288.64,294.89,282.6,286.14,262.94,257.77,310.24,312.64,295.89,297.01,298.18,287.83,287.01,282.48,116142194.54,155862803.45,77729398.68,125825077.84,381991.35,519371.43,266603.9,431148.81,2495.1,2496.1,2502.9,2500.4
292.58,305.91,292.32,82819424.09,274718.7,152.75,92.755,1.939,4.2,1.06,18569.1,2507.0,2017-09-30,292.58,302.77,309.97,288.64,294.89,282.6,286.14,262.94,302.77,309.97,288.64,294.89,282.6,286.14,262.94,303.54,310.24,312.64,295.89,279.79,298.18,287.83,287.01,189289895.65,116142194.54,155862803.45,77729398.68,651910.85,381991.35,519371.43,266603.9,2502.8,2495.1,2496.1,2502.9
302.77,304.79,295.44,66161942.23,220320.92,152.75,92.755,2.233,4.2,1.06,18569.1,2507.0,2017-10-01,302.77,292.58,302.77,309.97,288.64,294.89,282.6,286.14,292.58,302.77,309.97,288.64,294.89,282.6,286.14,305.91,303.54,310.24,312.64,292.32,279.79,298.18,287.83,82819424.09,189289895.65,116142194.54,155862803.45,274718.7,651910.85,381991.35,519371.43,2507.0,2502.8,2495.1,2496.1
303.95,304.13,293.34,87144370.37,291646.77,152.75,92.755,2.233,4.2,1.16,18569.1,2507.0,2017-10-02,303.95,302.77,292.58,302.77,309.97,288.64,294.89,282.6,302.77,292.58,302.77,309.97,288.64,294.89,282.6,304.79,305.91,303.54,310.24,295.44,292.32,279.79,298.18,66161942.23,82819424.09,189289895.65,116142194.54,220320.92,274718.7,651910.85,381991.35,2507.0,2507.0,2502.8,2495.1
296.81,299.92,286.86,88276884.19,302101.3,152.6875,92.71,2.233,4.2,1.16,18569.1,2520.6,2017-10-03,296.81,303.95,302.77,292.58,302.77,309.97,288.64,294.89,303.95,302.77,292.58,302.77,309.97,288.64,294.89,304.13,304.79,305.91,303.54,293.34,295.44,292.32,279.79,87144370.37,66161942.23,82819424.09,189289895.65,291646.77,220320.92,274718.7,651910.85,2507.0,2507.0,2507.0,2502.8
